incorrect,correct,errors
nang Hindi nila nakita nakita yung best ko.,Hindi nila nakita yung best ko.,"operations: substitute, insert; errors: repetition"
"Sa Chika Minute report ni Lhar Santiago sa GMA News"" 24 Oras"" nitong Martes, sinabing hindi naiwasan ni Dolly na makaramdam ng pressure sa maiisip niyang umaasa ang mga Pinoy, lalo ang movie industry, na niya makukuha ang tropeo.","Sa Chika Minute report ni Lhar Santiago sa GMA News"" 24 Oras"" nitong Martes, sinabing hindi naiwasan ni Dolly na makaramdam ng pressure sa tuwing maiisip niyang umaasa ang mga Pinoy, lalo ang movie industry, na makukuha niya ang tropeo.","operations: swap, delete; errors: "
Handa naman si Casimero na tumugon dito lalo pat nabigyan ito ng clearance na Voluntary Anti-Doping Association ( VADA ) para sa laban nito kay Cuban boxer Guillermo Rigondeaux noong nakaraang. linggo,Handa naman si Casimero na tumugon dito lalo pat nabigyan ito ng clearance ng Voluntary Anti-Doping Association ( VADA ) para sa laban nito kay Cuban boxer Guillermo Rigondeaux noong nakaraang linggo.,"operations: swap, substitute; errors: ligature"
niya na ang kaligtasan sa sakit mula sa pangunahing serye ng COVID-19 ay humihina sa paglipas ng panahon.,Nabanggit niya na ang kaligtasan sa sakit mula sa pangunahing serye ng COVID-19 ay humihina sa paglipas ng panahon.,operations: delete; errors: 
"Laking gulat ni Cardo nang malaman niyang iniligtas siya ni Ramona, ang nanay-nanayan kumupkop sa kanya noong binata pa siya.","Laking gulat ni Cardo nang malaman niyang iniligtas siya ni Ramona, ang nanay-nanayan niyang kumupkop sa kanya noong binata pa siya.",operations: delete; errors: 
Sinabi ni OpeÃ ± a sa mga imbestigador na napansin niya na ang Metrobank ATM machine na nakalagay sa loob ng supermarket binabantayan na ng mga guwardya ay natanggal sa orihinal nitong posisyon.,Sinabi ni OpeÃ ± a sa mga imbestigador na napansin niya na ang Metrobank ATM machine na nakalagay sa loob ng supermarket na binabantayan ng mga guwardya ay natanggal sa orihinal nitong posisyon.,operations: swap; errors: 
"Ayon sa mga awtoridad, nasira ang makina ng bangka nang hampasin ito ng malakas na habang tinatawid ang karagatan.","Ayon sa mga awtoridad, nasira ang makina ng bangka nang hampasin ito ng malakas na alon habang tinatawid ang karagatan.",operations: delete; errors: 
"Huwag mong patambayin emosyon, huwag kayo maginuman, â €  kwento ni Angelica.","Huwag mong patambayin yung emosyon, huwag kayo mag-inuman, â €  kwento ni Angelica.","operations: substitute, delete; errors: hyphenation"
Saka kung gentleman talaga si Albie iwasan na niyang tungkol mag-comment kay Andi.,Saka kung gentleman talaga si Albie dapat iwasan na niyang mag-comment tungkol kay Andi.,"operations: delete, swap; errors: "
Malapit nang mapanood sa Kapamilya Channel nang ang ikalawang season ng Idol Philippines.,Malapit nang mapanood sa Kapamilya Channel ang ikalawang season ng Idol Philippines.,operations: insert; errors: 
Nitong raw Marso napansin ng lola ng lumalaki ang tiyan ng bata pero inakala nila na may kasintahan ito kaya nabuntis.,Nitong Marso raw napansin ng lola na lumalaki ang tiyan ng bata pero inakala nila na may kasintahan ito kaya nabuntis.,"operations: swap, substitute; errors: ligature"
Ano na ba nangyayari tong sa?,Ano na ba tong nangyayari sa mundo?,"operations: swap, delete; errors: "
At may nakahanda rin ako na bagong kanta para mga sa sumusubaybay sa akin.,At may nakahanda rin ako na bagong kanta para sa mga sumusubaybay sa akin.,operations: swap; errors: 
Hindi pa rin ini-reveal ni Winwyn kung sino ang ama ng kanyang pa anak.,Hindi pa rin ini-reveal ni Winwyn kung sino ang ama ng kanyang anak.,operations: insert; errors: 
"Ang drayber nang pick-up truck ay nakilalang si Police Lieutenant Colonel Julio Mark Abong, na hepe noon ng Criminal Investigation and Detection Unit o CIDU ng Quezon City Police. Pero itinanggi niya noon ang paratang na siya ang nagmamaneho ng naturang sasakyan.","Ang drayber ng pick-up truck ay nakilalang si Police Lieutenant Colonel Mark Julio Abong, na hepe noon ng Criminal Investigation and Detection Unit o CIDU ng Quezon City Police. Pero itinanggi niya noon ang paratang na siya ang nagmamaneho ng naturang sasakyan.","operations: substitute, swap; errors: ng_nang"
"Pinoproblema ko nga yung upa nitong buwan na ito. Koryente, pagkain.... Paano! ang!???","Pinoproblema ko nga yung upa nitong buwan na ito. Koryente, pagkain.... Paano!!!???","operations: insert, delete; errors: "
"Sa imbestigasyon ng pulisya, lumitaw na naglilinis ng motosiklo sa labas ng bahay si Anillo nang bigla siyang saksakin sa ni Bienvenido Purdan na dahilan na kaniyang pagkamatay.","Sa imbestigasyon ng pulisya, lumitaw na naglilinis ng motosiklo sa labas ng bahay si Anillo nang bigla siyang saksakin sa likod ni Bienvenido Purdan na dahilan ng kaniyang pagkamatay.","operations: delete, substitute; errors: ligature"
Yun ba ang bibiyahe pa sa malayong probinsiya kaya nagmamadali at ang ayaw pagbigyan ang mga fans na makapagparetrato katabi? niya Bakit niya tinatakbuhan ang mga faney dahil nagmamadali raw siya?,Yun ba ang bibiyahe pa sa malayong probinsiya kaya nagmamadali at ayaw pagbigyan ang mga fans na makapagparetrato katabi niya? Bakit niya tinatakbuhan ang mga faney dahil nagmamadali raw siya?,"operations: swap, insert; errors: "
"Gusto ng lahat ng sektor ng ekonomiya na makabawi mula sa pandemya. Habang pinoprotektahan na susunod na administrasyon ang mga pangunahing sektor gaya ng agrikultura, dapat din nitong humabol sa mga fast-evolving sector na gaya ng e-commerce at mga digital jobs, sabi ni Villanueva.","Gusto ng lahat ng sektor ng ekonomiya na makabawi mula sa pandemya. Habang pinoprotektahan ng susunod na administrasyon ang mga pangunahing sektor gaya ng agrikultura, dapat din nitong humabol sa mga fast-evolving sector na gaya ng e-commerce at mga digital jobs, sabi ni Villanueva.",operations: substitute; errors: ligature
Alas otso ng gabi lumabas siya na sa bahay.,Alas otso ng gabi lumabas siya sa bahay.,operations: insert; errors: 
"Ngunit sa paglaki ngayon issue ng, mahulaan kaya ng mga netizen kung sino ang nasa blind item ni Xian Gaza?","Ngunit sa paglaki ngayon ng issue, mahulaan kaya ng mga netizen kung sino ang nasa blind item ni Xian Gaza?",operations: swap; errors: 
Sa muli niyang pagtakbo sa handa raw siyang â € œmakatulong muli sa pagtugon sa mga pangunahing sakit at hamon ang na kinakaharap ng bansa sa ilalim ng bagong normal. â € ,Sa muli niyang pagtakbo sa handa raw siyang â € œmakatulong muli sa pagtugon sa mga pangunahing sakit at hamon na kinakaharap ng bansa sa ilalim ng bagong normal. â € ,operations: insert; errors: 
Sapang Palay ngayon ay isa sa pinakamalaking resettlement area sa buong bansa pa bukod sa Pabahay 2000 sa Bgy.,Sapang Palay ngayon ay isa sa pinakamalaking resettlement area sa buong bansa bukod sa Pabahay 2000 sa Bgy.,operations: insert; errors: 
Ang variant ay matatagpuan na sa 11 rehiyon.,Ang huling variant ay matatagpuan na sa 11 rehiyon.,operations: delete; errors: 
"Puwede kang kumain ng kahit gaano karaming seafood pero si alisin ang aligi, wag mong kakainin ang ulo ng hipon o wag mong kakainin ang tiyan ng bangus, kuwento niya sa isa sa mga huling interview namin kay Lola Flora ng Ang Probinsyano sa renewal niya ng contract bilang RiteMedambassador noong 2018.","Puwede kang kumain ng kahit gaano karaming seafood pero alisin ang aligi, wag mong kakainin ang ulo ng hipon o wag mong kakainin ang tiyan ng bangus, kuwento niya sa isa sa mga huling interview namin kay Lola Flora ng Ang Probinsyano sa renewal niya ng contract bilang RiteMedambassador noong 2018.","operations: insert, swap; errors: "
"Kasama sina senatorial candidates Raffy â € œIdolâ €  Tulfo at Lutz Barbo, pinakita sa media si ng senador ang Pacman Village na nasa bayan ng Alabel, Sarangani kung saan 200 bahay ang ipinamahagi ng libre para sa mga pamilyang walang bahay kabilang na rito ang mga biktima ng super typhoon Yolanda noong 2012.","Kasama sina senatorial candidates Raffy â € œIdolâ €  Tulfo at Lutz Barbo, pinakita sa media ng senador ang Pacman Village na nasa bayan ng Alabel, Sarangani kung saan 200 bahay ang ipinamahagi ng libre para sa mga pamilyang walang bahay kabilang na rito ang mga biktima ng super typhoon Yolanda noong 2012.",operations: insert; errors: 
Bigo pa ring maibaba ng retrieval team bangkay ng apat na sakay ng Cessna plane na bumagsak sa nang dalisdis ng Bulkang Mayon.,Bigo pa ring maibaba ng retrieval team ang bangkay ng apat na sakay ng Cessna plane na bumagsak sa dalisdis ng Bulkang Mayon.,"operations: insert, delete; errors: "
"Kasabay, iginiit ni Lacson na dapat mawakasan na rin ang walang humpay na mga extrajudicial killing ( EJK ) na ngayon ay nagdulot ng kaliwat kanang kaso ng crimes against humanity sa International Criminal Court isinampa na laban kay Pangulong Rodrigo Duterte at ilan pa niyang mga opisyal.","Kasabay nito, iginiit ni Lacson na dapat mawakasan na rin ang walang humpay na mga extrajudicial killing ( EJK ) na ngayon ay nagdulot ng kaliwat kanang kaso ng crimes against humanity sa International Criminal Court na isinampa laban kay Pangulong Rodrigo Duterte at ilan pa niyang mga opisyal.","operations: delete, swap; errors: "
Ang isa pa ngang may clamor din mula sa fans ay sana magka-season 2 din daw ang Heartful CafÃ © nina Julie Anne San Jose pa David at Licauco.,Ang isa pa ngang may clamor din mula sa fans ay sana magka-season 2 din daw ang Heartful CafÃ © nina Julie Anne San Jose at David Licauco.,"operations: insert, swap; errors: "
Pero bakit na nga ba nagkakaroon ng bato sa bato o kidney stones dahil sa sobrang pagkain ng tsitsirya na maaalat at pag-inom na softdrinks matamis na?,Pero bakit na nga ba nagkakaroon ng bato sa bato o kidney stones dahil sa sobrang pagkain ng tsitsirya na maaalat at pag-inom ng softdrinks na matamis?,"operations: swap, substitute; errors: ligature"
Bilyon ang kakailanganin ng Department of Education ( DepEd ) mula sa gobyerno para muling maitayo ang mga paaralan at silid-aralang napinsala ng nagdaang Typhoon Odette â € ” ang pinakamalakas na bagyo sa Pilipinas ng ngayong 2021.,Bilyon ang kakailanganin ng Department of Education ( DepEd ) mula sa gobyerno para muling maitayo ang mga paaralan at silid-aralang napinsala ng nagdaang Typhoon Odette â € ” ang pinakamalakas na bagyo sa Pilipinas ngayong 2021.,operations: insert; errors: 
"Napatay si Agudez matapos na masukol ay siya ng pinagsanib na puwersa ng Intelligence Platoon 701IB, Alpha Company at 701IB ng 1st at 2nd Bulacan Provincial Mobile Force Company dakong alas-7: 10 ng umaga sa pinagtataguang kuta nito sa Brgy.","Napatay si Agudez matapos na masukol siya ng pinagsanib na puwersa ng Intelligence Platoon 701IB, Alpha Company 701IB at ng 1st at 2nd Bulacan Provincial Mobile Force Company dakong alas-7: 10 ng umaga sa pinagtataguang kuta nito sa Brgy.","operations: swap, insert; errors: "
Ilan sa mga barko ay Chinese Coast Guard habang nakita rin ang isang Peoples Liberation Army-Navy Type 056A Jiangdao II Class Missile Corvette.,Ilan sa mga barko ay Chinese Coast Guard habang nakita rin ang isang Peoples Liberation Army-Navy Type 056A Jiangdao II Class Missile Corvette.,operations: substitute; errors: enclitic
"Sa kabila nito, hinihinala ng mga abogado posibleng hindi na makasuhan ang suspek dahil matagal nang ang nangyari ang krimen.","Sa kabila nito, hinihinala ng mga abogado na posibleng hindi na makasuhan ang suspek dahil matagal nang nangyari ang krimen.","operations: insert, delete; errors: "
"Sabi ng aming source, Yun lang â € ˜ yun! Ganuâ € ™ n lang kasimple ang naging reason na mga balitaktakan ng magkabilang kampo! Napakamahal daw ng regalong watch ng male personality sa GF niya ngayon","Sabi ng aming source, Yun lang â € ˜ yun! Ganuâ € ™ n lang kasimple ang naging reason ng mga balitaktakan ng magkabilang kampo! Napakamahal daw ng regalong watch ng male personality sa GF niya ngayon!","operations: delete, substitute; errors: ligature"
pa Inaalam ng mga otoridad ang pagkakakilanlan ng mga biktima na kinabibilangan ng dalawang babae at dalawang lalaki.,Inaalam pa ng mga otoridad ang pagkakakilanlan ng mga biktima na kinabibilangan ng dalawang babae at dalawang lalaki.,operations: swap; errors: 
Naramdaman ni Pacquiao ang mainit na suporta na mga tagahanga nito.,Naramdaman ni Pacquiao ang mainit na suporta ng mga tagahanga nito.,operations: substitute; errors: ligature
Plano rin niyang gamitin ang pera sa pamumuhunan sa Mutual Fund at sa maglagay time deposit.,Plano rin niyang gamitin ang pera sa pamumuhunan sa Mutual Fund at maglagay sa time deposit.,"operations: swap, substitute; errors: enclitic"
Nagulat sila ni Yen nang tinanong pa ko tungkol dito. Wala raw silang kaalam-alam na nag-post pala ang dating fitness coach ni Yen na si Coach Flex ng video na nag-eensayo ang aktres.,Nagulat sila ni Yen nang tinanong ko tungkol dito. Wala raw silang kaalam-alam na nag-post pala ang dating fitness coach ni Yen na si Coach Flex ng video na nag-eensayo ang aktres.,operations: insert; errors: 
"Personal din na tinanggap ni John Arcilla ang kanyang award bilang A-list awardee at tumanggap din siya ng Camera Obscura Award at inalay niya ang kanyang tagumpay sa lahat ng gumabay sa kanya sa industriya, sa at mga tumulong na makamit niya ang tagumpay sa Venice Film Festival bilang Volpi Cup Best Actor.","Personal din na tinanggap ni John Arcilla ang kanyang award bilang A-list awardee at tumanggap din siya ng Camera Obscura Award at inalay niya ang kanyang tagumpay sa lahat ng gumabay sa kanya sa industriya, at sa mga tumulong na makamit niya ang tagumpay sa Venice Film Festival bilang Volpi Cup Best Actor.",operations: swap; errors: 
Nanawagan sa pamahalaan angNational Grid Corporation of the Philippines ( NGCP ) na ideklarang holiday angMayo 9 hanggang 11para matiyak na sapat ang suplay ng kuryente at walang brownout sa mismong araw na halalan sa May 9.,Nanawagan sa pamahalaan angNational Grid Corporation of the Philippines ( NGCP ) na ideklarang holiday angMayo 9 hanggang 11para matiyak na sapat ang suplay ng kuryente at walang brownout sa mismong araw ng halalan sa May 9.,operations: substitute; errors: ligature
"Ihahatid ni Kabayan ang pinakahuling balita sa selebrasyon na â € ˜ Nazareno 2023â € ™ nang live mula sa Quirino Grandstand. â € œMagkita-kita tayo sa Lunes. Live ho ako sa Quirino Grandstand para sa TV, â €  ayon kay De Castro sa programa niyang Kabayan sa TeleRadyo nitong Biyernes.","Ihahatid ni Kabayan ang pinakahuling balita sa selebrasyon ng â € ˜ Nazareno 2023â € ™ nang live mula sa Quirino Grandstand. â € œMagkita-kita tayo sa Lunes. Live ho ako sa Quirino Grandstand para sa TV Patrol, â €  ayon kay De Castro sa programa niyang Kabayan sa TeleRadyo nitong Biyernes.","operations: delete, substitute; errors: ligature"
"Sa Calamba, Laguna, isang trailer truck naman ang sumagasa pitong sa sasakyan.","Sa Calamba, Laguna, isang trailer truck naman ang sumagasa sa pitong sasakyan.",operations: swap; errors: 
